Species,v_cop_dur_mean,v_cop_dur_se,RI50,RI50_2,RI50_3,Monandry,remating_cop_dur_mean,remating_cop_dur_se,sperm_per_cop_mean,sperm_per_cop_se,ejection_time_mean,ejection_time_se,sp.l_mean,sp.l_se,SR.l_mean,SR.l_se,th.l.M_mean,th.l.M_se,th.w.M_mean,th.w.M_se,th.h.M_mean,th.h.M_se,th.l.F_mean,th.l.F_se,th.w.F_mean,th.w.F_se,th.h.F_mean,th.h.F_se,Ovariole_mean,Ovariole_se,egg_l_mean,egg_l_se,egg_w_mean,egg_w_se,egg_vol_mean,egg_vol_se,egg_vol_mean2,Sperm_storage_organ,testis.l_mean,testis.l_se,AG.area_mean,AG.area_se,Plug,insemination_rxn,male_dry_mass_mean,male_dry_mass_se,male_dry_testis_mean,male_dry_testis_se,mean_gsi,female_dry_mass_mean,female_dry_mass_se,male_wing_area_mean,male_wing_area_se,female_wing_area_mean,female_wing_area_se,number_appendage,app_l_mean,app_l_se,spth_duct_length_mean,spth_duct_length_se,capsule_length_mean,capsule_length_se,capsule_width_mean,capsule_width_se,introvert_mean,introvert_se,comment
D_repleta,2.161290323,0.104693862,3,3,3,0,3.230769231,0.257050483,400.6,42.94484835,247.5,7.158910532,6.55,0.01,15.099,0.236891325,1.279365079,0.011878277,0.812698413,0.013654485,1.155555556,0.016187364,1.39047619,0.010765603,0.93968254,0.009255479,1.317460317,0.011223917,21.3,0.561248608,0.4445,0.003590558,0.15285,0.000909815,0.005442806,8.22E-05,0.005437525,0,10.97066667,0.139595049,0.293333333,0.01214267,0,0,0.67164,0.042914119,0.02714,0.003429956,0.040408552,0.95346,0.060025533,2.4644,0.076358759,3.0746,0.04276868,4,0.417925,0.006304291,0.0166,0.000748331,0.02,0.000632456,0.0082,0.000374166,0.0182,0.000374166,
D_repletoides,35.425,1.290441934,2,2,2,0,34.84615385,1.775351731,519.2,44.86691431,278.0769231,12.08329082,4.126777778,0.131047254,8.5644,0.328143048,1.22,0.014031215,0.84,0.015,1.0725,0.026040833,1.377777778,0.009255479,1.047619048,0.018098023,1.247619048,0.023862375,29.1,0.556776436,0.4694,0.002804255,0.157575,0.001032726,0.006119109,9.99E-05,0.00610262,0,5.825666667,0.281221344,0.235666667,0.014263395,0,0,0.49202,0.016031887,0.02298,0.002471922,0.046705418,0.4797,0.001779607,1.9596,0.020519747,2.5286,0.045867854,4,0.21083871,0.004648523,0.2252,0.005190376,0.1276,0.002638181,0.1336,0.009025519,0.08,0.003082207,
D_rhopaloa,16.825,0.645385494,21,21,21,0,10.53846154,0.447434061,2074,51.46552244,264,10.53565375,2.43,,3.284,0.128868926,1.0025,0.004677072,0.6925,0.006373774,0.98,0.009354143,1.05,0.006846532,0.7875,0.008838835,1.0375,0.008838835,6.8,0.254950976,0.65315,0.004285394,0.2373,0.002437751,0.019298416,0.000410275,0.019257816,0,2.656,0.040153871,0.098,0.008144528,1,0,0.24742,0.025528228,0.00492,0.000784474,0.019885215,0.46312,0.023704544,1.193,0.034682849,1.6702,0.041902745,2,0.31175,0.007762554,0.2302,0.008404761,0.0636,0.000979796,0.0682,0.000374166,0.0566,0.0006,
D_robusta,1,0,2,2,2,0,1.153846154,0.104154339,401.8,52.72703291,124.5,6.726812024,6.63,0.09,8.07,0.193520283,1.380952381,0.012295185,0.907936508,0.010528968,1.358730159,0.01634227,1.479365079,0.011664237,0.968253968,0.010038977,1.380952381,0.008694009,19.2,0.122474487,0.47835,0.003348429,0.16105,0.002181833,0.006526949,0.000196445,0.006496297,0,7.09,0.12750817,0.143,0.008962886,1,0,0.98212,0.045274832,0.06032,0.00315981,0.061418157,1.01938,0.220587165,2.8088,0.110197278,3.268,0.072954095,4,0.438075,0.006758792,0.2394,0.011057124,0.165,0.003911521,0.112,0.002966479,0.1114,0.003385262,
D_rufa,8.923076923,1.829944586,7,7,7,0,6.153846154,0.249259258,1209.2,66.43146845,447,10.44030651,4.347333333,0.156663416,6.2094,0.624439717,1.085,0.01,0.71,0.008291562,0.9775,0.009185587,1.13,0.006373774,0.81,0.009185587,1.04,0.00728869,14.1,0.367423461,0.4626,0.004239786,0.15745,0.001553392,0.006027287,0.00015899,0.006004676,1,5.606333333,0.047572167,0.279333333,0.025562559,1,0,0.24028,0.009070854,0.00672,0.000198494,0.027967371,0.31778,0.01069628,1.5564,0.029910868,1.8852,0.035676883,2,0.3159,0.009484995,0.1472,0.009499474,0.04375,0.005421792,0.06425,0.000946485,,,non-melanized
D_saltans,12.38461538,0.467016523,21,21,21,0,15.35714286,0.668006242,,,,,8.96,0.45,13.352,0.17634058,0.835,0.019121323,0.72,0.019605484,0.6775,0.017853571,0.9925,0.006373774,0.8025,0.013346348,1.09,0.013346348,13.95,0.189296945,0.47945,0.00651899,0.17875,0.003638157,0.008103857,0.00038609,0.008021102,0,3.979333333,0.087818626,0.104,0.004041452,1,0,0.20434,0.006002466,0.01204,0.002088444,0.058921406,0.33128,0.010088726,1.231,0.019204166,1.6534,0.013253679,2,0.361222222,0.008249378,0.3295,0.009535023,0.1425,0.003013857,0.15475,0.00535996,0.0715,0.005909033,
D_santomea,27.65957447,0.71864079,100,35,,1,,,1022,41.90107397,0,,1.11,,1.599666667,0.042958636,0.835,0.019121323,0.72,0.019605484,0.6775,0.017853571,0.98,0.013462912,0.7575,0.010155048,0.9525,0.006123724,8.8,0.339116499,0.55465,0.003555777,0.18435,0.002376724,0.009920058,0.000286115,0.009869699,0,1.590666667,0.021620464,0.076666667,0.015169414,0,0,0.18164,0.00795271,0.00364,0.000400749,0.020039639,0.29252,0.026714854,1.2352,0.01223683,1.5342,0.02194402,2,0.3916875,0.0106797,0.191111111,0.005237271,0.044555556,0.000987577,0.062222222,0.00111527,0.024555556,0.001156036,
D_sechellia,25.22857143,0.898257617,7,7,7,0,19.33333333,2.848001248,1015.6,46.56887372,,,1.5948,0.019833305,1.7192,0.041563686,0.8875,0.020155644,0.6925,0.012869538,0.82,0.022569338,1,0.01045825,0.7875,0.014252193,0.9425,0.010155048,8,0.591607978,0.576,0.003382618,0.20385,0.002525944,0.012577221,0.000327297,0.012532639,0,2.183,0.018193405,0.173666667,0.024182179,1,0,0.21352,0.007511019,0.01048,0.002315902,0.049082053,0.3184,0.020307905,1.2298,0.054146468,1.4862,0.036330979,2,0.3615,0.009892988,0.191571429,0.003987224,0.042714286,0.000892143,0.071857143,0.00163923,0.027571429,0.001087968,
D_seguyi,6.432432432,0.50751195,2,2,2,0,7,0.577350269,672,31.40222922,387.2727273,24.17139215,5.438166667,0.213681942,7.51475,0.173521072,0.945,0.008477912,0.675,0.014252193,0.815,0.02351861,1.035,0.015512092,0.8075,0.010897247,0.9775,0.013346348,15.2,0.514781507,0.49155,0.003971262,0.1663,0.001905808,0.007135471,0.000173569,0.007117883,1,6.025,0.018945536,0.344333333,0.025725042,1,0,0.2069,0.015112346,0.00982,0.00098661,0.047462542,0.44278,0.019293714,1.3256,0.0344,1.8052,0.010988175,2,0.331090909,0.007327972,0.1205,0.019276497,,,,,,,non-melanized
D_serrata,4.853658537,0.199269935,1,1,1,0,4.714285714,0.194104634,634.4,51.48456079,,,1.68652,0.032640288,4.7552,0.206936802,0.885,0.020691182,0.6225,0.012747549,0.795,0.02,1.274246032,0.017266283,0.998769841,0.054084274,1.138730159,0.061450511,14.1,0.430116263,0.47435,0.004574112,0.1701,0.003454136,0.007232261,0.000281143,0.007186313,1,2.773,0.108,0.331333333,0.009261629,0,0,0.21544,0.006401609,0.01006,0.000673498,0.046695136,0.43812,0.039977136,1.0572,0.020286449,2.274,0.043591284,2,0.41075,0.005400719,0.1532,0.018502432,,,,,,,non-melanized
D_siamana,21.24390244,0.604637049,21,21,21,0,23.53333333,2.25275845,871.6,52.30066921,163.3333333,11.0239638,4.13995,0.233270824,7.6532,0.072773896,1.396,0.013266499,0.992,0.01356466,1.204,0.017204651,1.5,0.014142136,1.116,0.013266499,1.292,0.026532998,32.3,0.374165739,0.5074,0.004962703,0.18305,0.001506958,0.008918473,0.00017917,0.00890202,0,5.189666667,0.020219902,0.375,0.033080709,1,1,0.74378,0.040523146,0.01706,0.002725546,0.02293689,0.82832,0.015147653,2.193,0.035788266,2.6904,0.063629081,4,0.633,0.010895482,0.1014,0.009091755,0.1496,0.004226109,0.136,0.001183216,0.133,0.002915476,
D_simulans,23.3,0.3,3,3,3,0,25.3,0.44,,,,,1.14,0.01,2.5434,0.102304469,0.95,0.01045825,0.6675,0.012869538,0.785,0.010752907,1.025,0.014252193,0.7725,0.00728869,0.9525,0.010752907,21.6,2.105943969,0.52855,0.003256956,0.18615,0.00226794,0.0096149,0.000242378,0.009589827,0,1.658,0.03118226,0.226,0.019974984,1,0,0.18096,0.014434874,0.00896,0.000628967,0.049513705,0.32996,0.028470469,1.5514,0.02897171,1.911,0.085051161,2,0.404857143,0.008844499,0.1986,0.003572114,0.0498,0.001933908,0.0788,0.002332381,0.0326,0.001777639,
D_sordidula,1.025,0.025,2,2,2,0,1,0,514.8,42.81518422,199.5,8.958236434,4.708444444,0.114978313,6.5232,0.217473079,1.457142857,0.009255479,0.974603175,0.006349206,1.323809524,0.008093682,1.644,0.013266499,1.056,0.014696938,1.5,0.010954451,29.7,0.538516481,0.4873,0.001907189,0.16775,0.001333525,0.00718961,0.000121138,0.007179928,0,5.760333333,0.13314445,0.234666667,0.026591561,0,0,0.83392,0.016359597,0.06666,0.004460673,0.079935725,1.51592,0.037151789,3.0682,0.10335202,3.7016,0.088491582,4,0.5086,0.00915506,0.3108,0.011825396,0.1864,0.004081666,0.1368,0.001827567,0.1322,0.00235372,
D_stalkeri,4.023809524,0.1341212,4,4,4,0,3.461538462,0.291226069,874.6,65.49931297,,,2.70432,0.01044923,5.7774,0.174911864,1.135,0.009185587,0.76,0.00728869,1.0925,0.012247449,1.135,0.009185587,0.76,0.00728869,1.0925,0.012247449,18.8,0.845576726,0.45975,0.005392429,0.17095,0.003277896,0.007103469,0.000317554,0.00703491,1,3.69,0.096748816,0.540333333,0.036351677,0,0,0.39086,0.038306,0.007,0.000816701,0.017909226,0.45582,0.010162746,1.9206,0.035581737,2.1648,0.055798208,4,0.5097375,0.011019398,0.2642,0.014192956,0.0402,0.002782086,0.0412,0.001157584,0.0224,0.002481935,
D_sturtevanti,10.725,0.50381557,2,2,2,0,12.76923077,0.708500096,,,217.5,10.40432602,19.8,0.45,35.598,1.110814791,0.9525,0.015512092,0.705,0.011592023,1,0.013110111,1.0125,0.013693064,0.7625,0.008838835,1.0325,0.013462912,18.9,0.331662479,0.51065,0.005926868,0.18135,0.002010859,0.008827616,0.000251429,0.008793405,0,8.276,0.096464156,0.131666667,0.004176655,0,0,0.3108,0.003627671,0.02314,0.001453135,0.074453024,0.43846,0.022667854,1.4954,0.032228248,1.817,0.080212219,2,0.461925926,0.007957137,0.327175,0.089697997,0.1806,0.012286578,0.1754,0.00443396,0.1312,0.011137325,
D_sucinea,20.575,0.724911577,100,35,,1,,,,,0,,5.5,0.29,9.783,0.114767591,0.951315789,0.005646664,0.701315789,0.005048625,0.916447368,0.010297681,0.971875,0.005506799,0.704375,0.005461814,0.955,0.0058349,14.5,0.5,0.558,0.003905462,0.19175,0.002553506,0.010776523,0.000289657,0.010742456,0,2.264333333,0.086047145,0.366,0.016,1,0,0.174995,0.005417838,0.014,0.000635237,0.080002286,0.286705,0.00165102,2.61425,0.053606749,2.73875,0.057249678,2,0.4037,0.006976229,0.1616,0.006946942,0.1256,0.001691153,0.1134,0.001913113,0.0998,0.002437212,
D_sulfurigaster,20.51162791,0.731639108,14,14,14,0,18.18181818,0.795649327,1101.6,62.69417836,450,18.97366596,4.605944444,0.22633559,8.2606,0.079205808,1.16,0.0121192,0.7675,0.006373774,0.9225,0.00728869,1.282539683,0.009255479,0.895238095,0.010765603,1.146031746,0.01538946,19.9,0.620483682,0.4897,0.00515859,0.18065,0.001733987,0.008375023,0.00016327,0.008367672,0,5.181444444,0.038140133,0.330666667,0.019376389,1,1,0.38948,0.009342666,0.0168,0.001797776,0.043134436,0.35964,0.049624184,1.6626,0.030709282,2.0852,0.042901515,4,0.59655,0.011952521,0.1134,0.009636389,0.142,0.002167948,0.1084,0.017707625,0.0376,0.0054461,
D_suzukii,28.69767442,1.306570364,7,7,7,0,34.86666667,3.290486527,796.6,41.63364024,176.6666667,18.83775759,1.67,,3.161636364,0.186206302,1.065,0.017410485,0.7675,0.008477912,0.925,0.01118034,1.307936508,0.012895299,1.136507937,0.01634227,1.406349206,0.046440441,14,0.532290647,0.59055,0.004851736,0.21055,0.001747893,0.013725968,0.000260238,0.013707738,0,2.827666667,0.026660416,0.237333333,0.02511529,1,1,0.30574,0.03177725,0.00874,0.000898109,0.028586381,0.75358,0.013860859,1.7368,0.053841805,2.43275,0.063392133,2,0.6441,0.021266467,0.1908,0.008901685,0.0676,0.002249444,0.0784,0.002088061,0.0554,0.001469694,
D_takahashii,14.05,0.54414129,4,4,4,0,11,0.940539943,486.6,15.33166658,,,1.87,,3.087166667,0.050061573,0.9125,0.01118034,0.665,0.008291562,0.78,0.017047727,1.0425,0.023584953,0.6925,0.011592023,0.9375,0.020539596,12,0.619139187,0.5337,0.004084051,0.19315,0.002863817,0.01048267,0.000351285,0.010425221,0,2.579333333,0.256224077,0.149666667,0.007623064,1,0,0.13636,0.006747637,0.00566,0.000580172,0.041507774,0.26498,0.010225625,1.0912,0.015190128,1.2892,0.062708373,2,0.4532,0.010620388,0.1805,0.006586603,0.060833333,0.001621042,0.076333333,0.001584649,0.046833333,0.002166667,
D_tani,5.675,0.200600061,7,7,7,0,9.083333333,0.72256208,1147,54.78959755,,,4.73438,0.190490168,6.2796,0.08757945,0.9725,0.030973779,0.6925,0.008477912,0.835,0.011456439,1.0275,0.012747549,0.705,0.015103807,0.935,0.016488632,12.5,0.353553391,0.47665,0.005793043,0.1816,0.002905892,0.008306195,0.000334245,0.00823057,1,4.936333333,0.124828327,0.232,0.031192948,1,0,0.2826,0.011945543,0.01172,0.00150446,0.041472045,0.31372,0.024831702,1.421,0.030727838,1.6934,0.039095524,2,13.29318182,12.98604248,0.1472,0.011980818,0.046,0.00219089,0.0488,0.00156205,0.0254,0.0031241,
D_triauraria,6.05,0.245341207,1,1,1,0,5.923076923,0.348284044,1029.8,56.75068282,225,13.29607891,3.59595,0.272703128,4.2,0.12530004,0.9675,0.006373774,0.635,0.004677072,0.8775,0.016007811,1.0725,0.010752907,0.69,0.004677072,0.935,0.019121323,12.6,0.244948974,0.4558,0.004792318,0.1669,0.002864391,0.006691118,0.000265011,0.006647917,1,4.057,0.058197938,0.1445,0.0125,1,0,0.2061,0.005433691,0.01012,0.00102684,0.049102377,0.36486,0.009826016,1.2118,0.031196795,1.4596,0.026551083,2,0.317947368,0.005616639,0.2186,0.014365236,0.1462,0.003215587,0.1284,0.007833262,0.1156,0.005075431,
D_tripunctata,45.625,2.180721063,100,35,,1,,,1970.6,45.2079639,0,,3.12052,0.074788571,5.0436,0.285540295,0.94,0.014469796,0.6975,0.004677072,0.8775,0.006123724,1.1,0.008838835,0.7725,0.008291562,0.9875,0.003952847,16.9,0.731436942,0.47265,0.003426887,0.1731,0.00193975,0.007431522,0.000171961,0.007415363,0,3.352333333,0.003844188,0.101,0.004358899,1,0,0.27122,0.008289174,0.00678,0.000749266,0.024998156,0.50152,0.012009388,1.4744,0.012808591,1.9302,0.049596774,4,0.283375,0.006465261,0.1182,0.004953786,0.1258,0.003878144,0.0848,0.005083306,0.106,0.004571652,
D_tropicalis,16.175,0.756923175,14,14,14,0,15,0.984731928,,,368.3333333,17.15938357,1.56,0.2,2.8676,0.041663653,0.763125,0.007224945,0.6175,0.006564458,0.661875,0.009574629,0.93,0.010591084,0.736875,0.008999041,0.94375,0.010594965,15,0.204124145,0.48515,0.005677414,0.17105,0.001485854,0.007447171,0.000166529,0.007432259,0,1.5724,0.006681745,0.405,0.051423082,1,0,0.11392,0.00488567,0.0064,0.000712335,0.056179775,0.241185,0.001606947,1.8251,0.053760135,2.556105263,0.051489333,2,0.274933333,0.005000444,0.198,0.033098338,0.1086,0.018329212,0.1148,0.019550959,0.0724,0.017151093,
D_truncata,4.425,0.175,7,7,7,0,7.230769231,0.981585884,1178.8,14.2492105,201,13.07669683,3.352777778,0.271942423,6.1046,0.12597722,0.8425,0.008477912,0.5975,0.008291562,0.78,0.010155048,0.91,0.01,0.67,0.006373774,0.875,0.01118034,8,0.353553391,0.49525,0.00238402,0.16415,0.001431369,0.006997641,0.000127644,0.006987227,1,6.301,0.165533481,0.239666667,0.02983473,1,0,0.17006,0.007217797,0.00422,0.000572189,0.024814771,0.2985,0.014263695,0.9136,0.046450619,1.1366,0.048586624,2,0.447575,0.008285366,0.151,0.014734314,0.0688,0.004726521,0.0632,0.005379591,,,non-melanized
D_tsacasi,3.925,0.29610181,1,1,1,0,5.153846154,0.491545885,729.4,40.03823173,97.5,4.609772229,1.70452,0.051427137,2.7896,0.045304084,0.935,0.012747549,0.6825,0.006373774,0.88,0.010155048,1.07,0.008477912,0.6925,0.015103807,0.99,0.024811792,15.1,0.509901951,0.42295,0.005364834,0.14265,0.00191569,0.004519821,0.00012895,0.004506415,1,2.075,0.073582154,0.271333333,0.029923978,0,0,0.20846,0.019601597,0.00466,0.000809691,0.022354409,0.34422,0.011384085,1.003,0.0280749,1.378,0.016217275,2,0.135393939,0.009267075,0.1242,0.013628646,0.0672,0.002939388,0.0644,0.003544009,,,non-melanized
D_varians,11.65853659,0.439802833,21,21,21,0,7.928571429,0.398683075,1136.4,55.64314872,399,12.08304597,2.983277778,0.087238622,11.3162,0.225489113,0.8925,0.010155048,0.68,0.012247449,0.9,0.008838835,1.0275,0.012747549,0.785,0.012747549,0.9825,0.006373774,18.9,0.640312424,0.4524,0.003040429,0.14455,0.00229011,0.004973345,0.000156111,0.004949455,0,3.578,0.144534886,0.319,0.037112442,1,0,0.25038,0.017639824,0.00642,0.001065552,0.025641026,0.47444,0.019052286,1.3048,0.024383191,1.5644,0.033724768,2,0.259,0.004971498,0.141,0.016682326,0.0758,0.00168523,0.0648,0.001157584,0.0612,0.004420407,
D_virilis,3.731707317,0.184867752,1,1,1,0,3.565217391,0.233770325,699.2,58.86543978,180,20.31009601,5.7,0.16,10.1626,0.171985057,1.1925,0.022569338,0.7875,0.013110111,1.07,0.015103807,1.1175,0.01457738,0.7925,0.011592023,1.09,0.014469796,22.6,1.4,0.62545,0.004987603,0.18545,0.002605132,0.011319701,0.000359556,0.011262762,0,7.165333333,0.103938016,0.307,0.016093477,1,0,0.3748,0.021829086,0.03132,0.004463116,0.083564568,0.70114,0.044328068,2.4598,0.069460348,2.3936,0.028015353,4,0.325765957,0.010476758,0.1576,0.00401995,0.1606,0.002379075,26.9032,26.7742002,0.1346,0.00256125,
D_watanabei,7.075,0.595267124,0.5,0.5,0.5,0,3.461538462,0.351104204,1255.6,112.405338,,,1.82675,0.089649888,1.818,0.046585048,0.9075,0.006373774,0.615,0.006123724,0.7425,0.005,1.0075,0.010155048,0.7025,0.011456439,0.95,0.006846532,13,0.273861279,0.410675,0.002832365,0.150075,0.00180469,0.004875129,0.000132548,0.00484299,1,2.238166667,0.102937333,0.073333333,0.004333333,1,0,0.22212,0.009353149,0.01374,0.000853581,0.061858455,0.29998,0.018511008,1.2946,0.019765121,1.5262,0.032889816,2,0.275,0.006707595,0.1496,0.031337837,0.0504,0.005644466,0.0464,0.006918092,,,non-melanized
D_willistoni,20.02380952,0.492083786,21,21,21,0,17.46153846,0.656480365,,,,,6.87,0.32,8.8652,0.135524684,0.795,0.007554626,0.6175,0.005240907,0.689375,0.008324968,1.00125,0.00527999,0.74875,0.005799558,0.97875,0.00846335,15.41666667,0.490181372,0.48495,0.004787855,0.1781,0.002739477,0.008105275,0.000271838,0.008054219,0,3.031,0.489945235,0.229,0.014640128,1,0,0.153355,0.003699754,0.01386,0.00078885,0.090378533,0.1588,0.004801623,1.96635,0.024236258,2.64695,0.020253846,2,0.292333333,0.005286251,0.243833333,0.0107251,0.105,0.00464758,0.105,0.001788854,0.086333333,0.002333333,
D_yakuba,29.11363636,0.680610276,100,35,,1,,,,,,,1.75,,1.7744,0.018960309,0.7775,0.020691182,0.6375,0.01677051,0.65,0.030618622,0.86,0.014469796,0.695,0.015103807,0.7675,0.017940875,12.625,2.014271994,0.5234,0.002653101,0.19295,0.001924188,0.010214019,0.000188658,0.01020286,0,2.306333333,0.012547687,0.152333333,0.006887993,1,0,0.24978,0.015951846,0.00674,0.001310954,0.026983746,0.29172,0.012842484,1.22575,0.024414391,1.099,0.115944383,2,0.3076,0.006677299,0.237,0.001516575,0.04475,0.001701715,0.0722,0.001655295,0.0245,0.002901149,
S_latifasciaeformis,,,,,,,,,,,,,0.1902,0.00470319,0.2225,0.013320202,0.655,0.01457738,0.5375,0.01045825,0.61,0.009185587,0.7425,0.016105123,0.595,0.017940875,0.745,0.003061862,31.8,1.280624847,0.34515,0.003053277,0.1169,0.002627687,0.002494745,0.00012652,0.002469651,0,0.481,0.019502137,0.229333333,0.005364492,,0A,0.09964,0.007325135,0.00626,0.000821949,0.062826174,0.10768,0.001270984,0.70225,0.012618604,0.9336,0.02350234,6,0.228475,0.004733404,0.1402,0.014492757,0.0386,0.002063977,0.056,0.000316228,0.024,0.00130384,
S_lebanonensis,2.325,0.19077272,14,14,14,0,4.857142857,0.911006022,1326,43.33589736,238.125,9.158207677,0.35855,0.006796629,0.255,0.013556466,1.05,0.00559017,0.7975,0.004677072,1.0375,0.00559017,1.1175,0.006373774,0.82,0.010897247,1.09,0.009185587,37.5,0.524404424,0.44405,0.002885057,0.17705,0.001818726,0.007306784,0.000171611,0.007288235,0,0.698,0.049487372,0.299666667,0.022637236,1,0,0.40744,0.010480344,0.01686,0.001678571,0.041380326,0.54638,0.018868953,2.0598,0.082182967,2.2656,0.05875083,7,0.32545,0.006853686,0.2268,0.007137226,0.0544,0.002357965,0.0728,0.001984943,0.0286,0.00128841,
Z_davidi,4.8,0.229827137,2,2,2,0,4.230769231,0.230769231,886.75,19.76265417,,,2.78045,0.084603484,3.642,0.602943364,1.0775,0.00728869,0.7,0.007905694,1.222222222,0.010038977,1.431746032,0.005939139,0.946031746,0.010765603,1.295238095,0.010765603,24,1.060660172,0.49745,0.009329206,0.1645,0.001558508,0.007079402,0.000221231,0.007048227,0,3.704333333,0.079534758,0.468666667,0.023960616,1,0,0.68084,0.026201614,0.03342,0.001556085,0.049086423,0.99074,0.038614124,2.1318,0.056679273,2.518,0.056644505,2,0.440975,0.008168458,0.1535,0.019619293,0.09225,0.003326034,0.08075,0.003944933,0.076,0.003937004,
Z_gabonicus,2.11627907,0.082923482,4,4,4,0,3.461538462,0.143909899,579,51.82470453,162.9,12.1,5.950161111,0.105433306,6.159,0.200150693,1.0075,0.006373774,0.6675,0.006373774,1.187301587,0.009255479,1.21,0.008291562,0.875,0.01045825,1.1075,0.0075,18,0.158113883,0.50365,0.003829439,0.16555,0.001686596,0.007233038,0.000132841,0.007227462,0,6.030666667,0.204836791,0.300666667,0.059324906,1,0,0.55454,0.020075921,0.017,0.001909712,0.030656039,0.67574,0.041483618,1.9052,0.066838163,2.0004,0.04831004,4,0.327725,0.008479083,0.2048,0.008935323,0.0622,0.001933908,0.0626,0.002675818,0.0448,0.000860233,
Z_ghesquierei,3.475,0.208743187,21,21,21,0,4.153846154,0.336767321,1968.8,140.1375753,,,0.64496,0.026923848,2.0312,0.029641862,1.16,0.012747549,0.75,0.003952847,1.055,0.008477912,1.2,0.00559017,0.84,0.00728869,1.125,0.008838835,25.8,0.943398113,0.4392,0.00354861,0.1624,0.001858692,0.006080673,0.000152074,0.006065031,0,1.328,0.077272246,0.302666667,0.014169608,1,0,0.54538,0.032916339,0.01818,0.001552546,0.033334556,0.65722,0.054188729,1.8026,0.122512285,2.1328,0.078369892,4,0.216925,0.006778396,0.1524,0.01798036,5.8526,5.794155811,0.0568,0.002370185,0.0351,0.003361382,
Z_indianus,1.7625,0.092851709,1,1,1,0,1.923076923,0.177646237,698.2,52.91729396,,,5.104329167,0.575218586,6.8938,0.225949419,1.19,0.004677072,0.8075,0.006373774,1.095,0.006373774,1.1875,0.0125,0.7875,0.008838835,1.055,0.0075,16.3,0.254950976,0.54545,0.002992513,0.1698,0.001082395,0.008243436,0.000121607,0.008234343,0,5.478666667,0.055600759,0.396,0.040632499,1,0,0.50044,0.020239037,0.02214,0.00087327,0.044241068,0.5809,0.024174201,2.0288,0.060378307,2.1218,0.065774159,4,0.443925,0.015947445,0.3308,0.051532902,0.1058,0.019486919,0.1012,0.01632299,0.0644,0.009314505,
Z_kolodkinae,1.897435897,0.108944586,1,1,1,0,2.769230769,0.3781508,750.6,18.8483421,,,0.8262,0.003344249,1.612,0.377427874,1.298412698,0.025790598,0.968253968,0.020695881,1.215873016,0.025888105,1.406349206,0.019179438,0.99047619,0.01634227,1.292063492,0.034265132,19.1,0.430116263,0.58305,0.004453547,0.2061,0.002578147,0.013021007,0.000353262,0.012967624,0,1.71,0.044523402,0.757333333,0.088401232,1,0,0.53634,0.014890487,0.01546,0.001405916,0.028824999,0.94002,0.020632072,2.12,0.071547187,2.4944,0.108584345,4,0.43245,0.009219054,0.152,0.00856738,0.0446,0.003187475,0.069,0.004549725,0.0272,0.00257682,
Z_taronus,3.65,0.191317966,14,14,14,0,3.923076923,1.021948481,786.4,34.48854882,,,12.16258333,0.504600399,19.7784,0.039618935,1.349206349,0.007098628,0.907936508,0.009255479,1.26031746,0.008093682,1.288888889,0.01538946,0.920634921,0.011223917,1.20952381,0.011664237,12.7,0.122474487,0.6081,0.006064955,0.18605,0.001825946,0.01104913,0.000250515,0.011021304,0,14.458,0.444278066,0.864666667,0.046333333,1,0,0.68596,0.010340822,0.02456,0.002740547,0.035803837,0.91816,0.047762942,1.9916,0.037240569,2.349,0.060005833,4,0.400325,0.029161122,0.2186,0.014365236,0.1462,0.003215587,0.1284,0.007833262,0.1156,0.005075431,
Z_tuberculatus,2.642857143,0.112109063,1,1,1,0,4.307692308,0.364878192,560.8,46.32752961,,,3.74908,0.257896061,5.7526,0.219400684,1.1525,0.013346348,0.815,0.004677072,1.0225,0.010752907,1.352380952,0.005939139,0.933333333,0.005939139,1.073015873,0.193142711,17,0.273861279,0.52775,0.003903356,0.19395,0.001865864,0.010418319,0.000224088,0.010394568,0,4.464,0.09815464,0.543666667,0.014621141,1,0,0.57724,0.027542233,0.0243,0.001120714,0.042096875,0.76992,0.031833212,1.8242,0.062937588,2.2146,0.082292527,4,0.3705,0.010595536,0.1498,0.006514599,0.0562,0.003512834,0.0664,0.00116619,0.037,0.00248998,